geoid,adj_white,adj_black,adj_asian,adj_other,adj_pop,parent_geoid,true_pop,white,black,asian,other,epsilon
17001,58129,7653,6116,7069,78967,17,67103,62868,2331,441,1463,0.2
17003,5227,3635,1714,1988,12564,17,8238,5018,2915,16,289,0.2
17005,14155,3650,2553,2890,23248,17,17768,16143,1080,68,477,0.2
17007,43457,3948,3346,8128,58879,17,54165,45724,1064,686,6691,0.2
17009,5014,2746,1819,2103,11682,17,6937,5276,1280,16,365,0.2
17011,28954,6328,6269,7358,48909,17,34978,32937,212,228,1601,0.2
17013,4612,1116,1043,1080,7851,17,5089,5032,7,12,38,0.2
17015,13062,3210,2915,3188,22375,17,15387,14906,123,53,305,0.2
17017,10078,2928,2692,3642,19340,17,13642,11769,419,44,1410,0.2
17019,141170,32460,28070,20161,221861,17,201081,147600,24946,17969,10566,0.2
17021,28898,5219,5138,5393,44648,17,34800,33610,495,167,528,0.2
17023,13934,3145,3341,3344,23764,17,16335,16027,48,55,205,0.2
17025,11571,2584,2823,2639,19617,17,13815,13499,47,63,206,0.2
17027,30827,5338,4132,4959,45256,17,37762,35284,1338,167,973,0.2
17029,44859,6205,5263,5404,61731,17,53873,50029,2067,531,1246,0.2
17031,2796637,1317369,454893,780375,5349274,17,5194675,2877212,1287767,322672,707024,0.2
17033,16493,4121,3288,3393,27295,17,19817,18381,934,103,399,0.2
17035,9617,2471,2537,2169,16794,17,11048,10856,38,27,127,0.2
17037,83503,12276,8440,11694,115913,17,105160,89453,6732,2438,6537,0.2
17039,13668,3285,2823,3215,22991,17,16561,16035,87,60,379,0.2
17041,16742,3940,4137,4465,29284,17,19980,19113,58,83,726,0.2
17043,693055,67109,109414,88048,957626,17,916924,714140,42346,92304,68134,0.2
17045,16526,4730,5210,5440,31906,17,18576,18268,64,33,211,0.2
17047,5310,1229,1263,1311,9113,17,6721,6584,30,22,85,0.2
17049,29682,4264,4100,4623,42669,17,34242,33429,79,147,587,0.2
17051,18314,5103,4432,4894,32743,17,22140,20750,980,51,359,0.2
17053,11991,2509,2516,2699,19715,17,14081,13677,85,37,282,0.2
17055,31716,5878,6235,6435,50264,17,39561,38641,123,124,673,0.2
17057,30371,6670,5830,6047,48918,17,37069,34625,1269,112,1063,0.2
17059,4599,1523,1438,1483,9043,17,5589,5473,12,5,99,0.2
17061,11079,2724,2995,2781,19579,17,13886,13588,119,16,163,0.2
17063,45321,7918,7692,8824,69755,17,50063,46933,605,327,2198,0.2
17065,7101,1719,2269,2051,13140,17,8457,8305,31,19,102,0.2
17067,16693,4384,4018,4438,29533,17,19104,18723,52,46,283,0.2
17069,3691,637,698,842,5868,17,4320,4205,13,22,80,0.2
17071,6442,2288,2005,2232,12967,17,7331,7198,15,15,103,0.2
17073,42088,6067,5578,6590,60323,17,50486,47846,796,191,1653,0.2
17075,25434,5861,5891,6689,43875,17,29718,28155,233,103,1227,0.2
17077,44702,13029,7700,7404,72835,17,60218,46875,8589,1910,2844,0.2
17079,8010,2074,1878,1913,13875,17,9698,9564,11,24,99,0.2
17081,30267,7344,4793,5316,47720,17,38827,34315,3251,246,1015,0.2
17083,20213,2100,2058,2056,26427,17,22985,22431,93,77,384,0.2
17085,19909,3272,3287,3456,29924,17,22678,22046,107,72,453,0.2
17087,10163,3112,2037,2257,17569,17,12582,11197,1006,22,357,0.2
17089,369898,42838,32316,92058,537110,17,515269,384548,29422,17895,83404,0.2
17091,83075,22130,8436,12254,125895,17,113449,87986,17187,1052,7224,0.2
17093,92402,12178,9321,12974,126875,17,114736,95891,6585,3467,8793,0.2
17095,41576,8132,5239,6697,61644,17,52919,46329,3810,338,2442,0.2
17097,510599,69522,63796,97446,741363,17,703462,528204,49033,44358,81867,0.2
17099,94749,12672,11301,13738,132460,17,113924,106187,2186,762,4789,0.2
17101,12676,4400,2795,3285,23156,17,16833,14696,1608,38,491,0.2
17103,28899,6210,4764,5578,45451,17,36031,32745,1735,246,1305,0.2
17105,31500,8990,7424,7777,55691,17,38950,35752,1915,199,1084,0.2
17107,22805,7526,5010,5491,40832,17,30305,27008,2285,184,828,0.2
17109,26469,5204,4098,4028,39799,17,32612,29476,1642,580,914,0.2
17111,262001,16243,19976,28547,326767,17,308760,278257,3283,7807,19413,0.2
17113,135297,21260,17773,16215,190545,17,169572,142940,12426,7227,6979,0.2
17115,81262,22385,8846,10223,122716,17,110768,87855,18027,1118,3768,0.2
17117,39032,7637,7291,7148,61108,17,47765,46596,359,129,681,0.2
17119,223673,33861,18894,22499,298927,17,269282,237641,21235,2254,8152,0.2
17121,31577,6954,5853,6599,50983,17,39437,36734,1557,224,922,0.2
17123,10602,2671,2927,3075,19275,17,12640,12271,44,45,280,0.2
17125,12143,3166,3216,3263,21788,17,14666,14382,54,40,190,0.2
17127,12921,2339,2080,2504,19844,17,15429,14033,904,42,450,0.2
17129,11326,2017,2265,2168,17776,17,12705,12383,76,30,216,0.2
17131,13672,2951,2628,2849,22100,17,16434,16153,47,52,182,0.2
