geoid,adj_white,adj_black,adj_asian,adj_other,adj_pop,parent_geoid,true_pop,white,black,asian,other,epsilon
17001,62864,2332,442,1465,67103,17,67103,62868,2331,441,1463,19.0
17003,5018,2915,17,289,8239,17,8238,5018,2915,16,289,19.0
17005,16142,1081,69,477,17769,17,17768,16143,1080,68,477,19.0
17007,45722,1067,686,6690,54165,17,54165,45724,1064,686,6691,19.0
17009,5275,1280,16,365,6936,17,6937,5276,1280,16,365,19.0
17011,32936,212,232,1602,34982,17,34978,32937,212,228,1601,19.0
17013,5032,7,12,38,5089,17,5089,5032,7,12,38,19.0
17015,14904,124,53,307,15388,17,15387,14906,123,53,305,19.0
17017,11767,419,44,1409,13639,17,13642,11769,419,44,1410,19.0
17019,147595,24945,17970,10565,201075,17,201081,147600,24946,17969,10566,19.0
17021,33607,498,171,529,34805,17,34800,33610,495,167,528,19.0
17023,16028,49,55,206,16338,17,16335,16027,48,55,205,19.0
17025,13499,47,64,206,13816,17,13815,13499,47,63,206,19.0
17027,35282,1339,170,973,37764,17,37762,35284,1338,167,973,19.0
17029,50027,2069,531,1249,53876,17,53873,50029,2067,531,1246,19.0
17031,2877206,1287782,322700,707030,5194718,17,5194675,2877212,1287767,322672,707024,19.0
17033,18377,934,104,400,19815,17,19817,18381,934,103,399,19.0
17035,10856,38,28,127,11049,17,11048,10856,38,27,127,19.0
17037,89450,6732,2440,6537,105159,17,105160,89453,6732,2438,6537,19.0
17039,16034,89,61,381,16565,17,16561,16035,87,60,379,19.0
17041,19110,60,85,726,19981,17,19980,19113,58,83,726,19.0
17043,714140,42350,92298,68140,916928,17,916924,714140,42346,92304,68134,19.0
17045,18265,66,35,213,18579,17,18576,18268,64,33,211,19.0
17047,6583,32,22,86,6723,17,6721,6584,30,22,85,19.0
17049,33425,79,149,587,34240,17,34242,33429,79,147,587,19.0
17051,20747,981,52,361,22141,17,22140,20750,980,51,359,19.0
17053,13675,84,37,282,14078,17,14081,13677,85,37,282,19.0
17055,38637,123,126,675,39561,17,39561,38641,123,124,673,19.0
17057,34623,1269,112,1064,37068,17,37069,34625,1269,112,1063,19.0
17059,5470,14,5,99,5588,17,5589,5473,12,5,99,19.0
17061,13588,120,16,163,13887,17,13886,13588,119,16,163,19.0
17063,46932,606,329,2198,50065,17,50063,46933,605,327,2198,19.0
17065,8305,33,19,104,8461,17,8457,8305,31,19,102,19.0
17067,18723,52,47,284,19106,17,19104,18723,52,46,283,19.0
17069,4205,13,22,80,4320,17,4320,4205,13,22,80,19.0
17071,7198,15,15,104,7332,17,7331,7198,15,15,103,19.0
17073,47843,796,190,1654,50483,17,50486,47846,796,191,1653,19.0
17075,28155,234,103,1227,29719,17,29718,28155,233,103,1227,19.0
17077,46876,8587,1908,2844,60215,17,60218,46875,8589,1910,2844,19.0
17079,9564,12,24,99,9699,17,9698,9564,11,24,99,19.0
17081,34312,3251,248,1017,38828,17,38827,34315,3251,246,1015,19.0
17083,22428,95,78,384,22985,17,22985,22431,93,77,384,19.0
17085,22043,107,73,453,22676,17,22678,22046,107,72,453,19.0
17087,11198,1006,23,357,12584,17,12582,11197,1006,22,357,19.0
17089,384551,29425,17899,83408,515283,17,515269,384548,29422,17895,83404,19.0
17091,87985,17186,1055,7224,113450,17,113449,87986,17187,1052,7224,19.0
17093,95893,6584,3467,8793,114737,17,114736,95891,6585,3467,8793,19.0
17095,46327,3811,339,2442,52919,17,52919,46329,3810,338,2442,19.0
17097,528204,49035,44359,81872,703470,17,703462,528204,49033,44358,81867,19.0
17099,106186,2186,765,4791,113928,17,113924,106187,2186,762,4789,19.0
17101,14697,1608,38,491,16834,17,16833,14696,1608,38,491,19.0
17103,32743,1737,245,1308,36033,17,36031,32745,1735,246,1305,19.0
17105,35754,1918,202,1084,38958,17,38950,35752,1915,199,1084,19.0
17107,27004,2289,186,828,30307,17,30305,27008,2285,184,828,19.0
17109,29474,1644,581,918,32617,17,32612,29476,1642,580,914,19.0
17111,278255,3289,7808,19412,308764,17,308760,278257,3283,7807,19413,19.0
17113,142934,12426,7227,6980,169567,17,169572,142940,12426,7227,6979,19.0
17115,87855,18025,1120,3768,110768,17,110768,87855,18027,1118,3768,19.0
17117,46592,358,131,685,47766,17,47765,46596,359,129,681,19.0
17119,237643,21237,2258,8156,269294,17,269282,237641,21235,2254,8152,19.0
17121,36731,1557,228,925,39441,17,39437,36734,1557,224,922,19.0
17123,12272,45,45,279,12641,17,12640,12271,44,45,280,19.0
17125,14380,56,40,191,14667,17,14666,14382,54,40,190,19.0
17127,14032,904,42,451,15429,17,15429,14033,904,42,450,19.0
17129,12383,78,31,217,12709,17,12705,12383,76,30,216,19.0
17131,16152,48,52,182,16434,17,16434,16153,47,52,182,19.0
17133,32287,70,144,457,32958,17,32957,32287,69,144,457,19.0
17135,28633,952,112,410,30107,17,30104,28632,952,111,409,19.0
17137,32322,2124,169,938,35553,17,35547,32321,2122,168,936,19.0
17139,14618,41,31,153,14843,17,14846,14622,41,31,152,19.0
17141,49866,485,250,2900,53501,17,53497,49867,483,250,2897,19.0
17143,138798,33034,5858,8809,186499,17,186494,138800,33030,5856,8808,19.0
17145,19650,1867,87,740,22344,17,22350,19656,1866,87,741,19.0
