geoid,adj_white,adj_black,adj_asian,adj_other,adj_pop,parent_geoid,true_pop,white,black,asian,other,epsilon
17001000100,4622,943,800,1129,7494,17001,4627,4412,62,45,108,0.1
17001000201,2207,301,265,423,3196,17001,1986,1882,53,9,42,0.1
17001000202,2666,278,297,357,3598,17001,2999,2688,215,14,82,0.1
17001000400,4256,1404,1130,1166,7956,17001,4322,3527,582,13,200,0.1
17001000500,1930,551,238,226,2945,17001,2337,1872,380,6,79,0.1
17001000600,3621,512,574,463,5170,17001,3718,3456,128,46,88,0.1
17001000700,1435,568,439,446,2888,17001,1481,1278,153,9,41,0.1
17001000800,2900,837,713,765,5215,17001,2711,2317,184,11,199,0.1
17001000900,2600,283,389,387,3659,17001,2573,2381,102,14,76,0.1
17001001001,3242,543,634,353,4772,17001,3391,3241,58,20,72,0.1
17001001002,3169,563,640,614,4986,17001,3223,3107,61,11,44,0.1
17001001100,7390,1011,972,866,10239,17001,7257,6782,188,169,118,0.1
17001010100,6693,3255,3260,3205,16413,17001,4451,4404,11,4,32,0.1
17001010200,5100,2798,2115,2698,12711,17001,3720,3661,9,6,44,0.1
17001010300,7830,3558,3295,3244,17927,17001,5890,5821,10,3,56,0.1
17001010400,4531,1488,1513,1311,8843,17001,3553,3469,19,14,51,0.1
17001010500,3332,1191,998,909,6430,17001,2989,2879,48,17,45,0.1
17001010600,6868,1948,2103,2105,13024,17001,5875,5691,68,30,86,0.1
17003957600,3628,1820,1850,2024,9322,17003,2928,2296,473,3,156,0.1
17003957700,2745,1910,1415,1650,7720,17003,2172,1787,330,1,54,0.1
17003957800,1734,2280,1491,1292,6797,17003,1528,562,925,7,34,0.1
17003957900,1030,1863,743,790,4426,17003,1610,373,1187,5,45,0.1
17005951200,4349,2119,1955,1677,10100,17005,3216,3037,139,4,36,0.1
17005951300,6680,2664,2197,2541,14082,17005,6958,5653,910,49,346,0.1
17005951400,4649,1618,1980,1974,10221,17005,3146,3087,6,5,48,0.1
17005951500,6056,2261,2515,2573,13405,17005,4448,4366,25,10,47,0.1
17007010100,7194,1280,1065,2493,12032,17007,8562,6557,262,57,1686,0.1
17007010200,5013,1011,991,2111,9126,17007,6105,4661,78,34,1332,0.1
17007010300,5280,691,721,1383,8075,17007,6631,5289,167,45,1130,0.1
17007010400,7063,2367,2217,2578,14225,17007,6841,5788,155,114,784,0.1
17007010500,9853,1446,1659,1811,14769,17007,10185,9375,107,197,506,0.1
17007010601,4198,1056,1102,1391,7747,17007,3859,3455,25,9,370,0.1
17007010602,11694,1904,1803,2295,17696,17007,11982,10599,270,230,883,0.1
17009970400,5798,3915,3681,4115,17509,17009,2606,2573,4,3,26,0.1
17009970500,3865,2592,1595,1982,10034,17009,4331,2703,1276,13,339,0.1
