geoid,adj_white,adj_black,adj_asian,adj_other,adj_pop,parent_geoid,true_pop,white,black,asian,other,epsilon
17001,62865,2331,442,1464,67102,17,67103,62868,2331,441,1463,20.0
17003,5019,2915,16,289,8239,17,8238,5018,2915,16,289,20.0
17005,16143,1080,68,478,17769,17,17768,16143,1080,68,477,20.0
17007,45724,1064,685,6690,54163,17,54165,45724,1064,686,6691,20.0
17009,5277,1280,16,365,6938,17,6937,5276,1280,16,365,20.0
17011,32936,212,230,1602,34980,17,34978,32937,212,228,1601,20.0
17013,5032,7,12,38,5089,17,5089,5032,7,12,38,20.0
17015,14907,123,53,306,15389,17,15387,14906,123,53,305,20.0
17017,11768,419,45,1410,13642,17,13642,11769,419,44,1410,20.0
17019,147598,24947,17970,10566,201081,17,201081,147600,24946,17969,10566,20.0
17021,33611,496,167,530,34804,17,34800,33610,495,167,528,20.0
17023,16025,48,56,207,16336,17,16335,16027,48,55,205,20.0
17025,13496,49,63,206,13814,17,13815,13499,47,63,206,20.0
17027,35285,1339,167,974,37765,17,37762,35284,1338,167,973,20.0
17029,50026,2068,532,1247,53873,17,53873,50029,2067,531,1246,20.0
17031,2877217,1287777,322679,707027,5194700,17,5194675,2877212,1287767,322672,707024,20.0
17033,18381,935,104,399,19819,17,19817,18381,934,103,399,20.0
17035,10856,39,27,127,11049,17,11048,10856,38,27,127,20.0
17037,89451,6731,2438,6537,105157,17,105160,89453,6732,2438,6537,20.0
17039,16035,87,60,379,16561,17,16561,16035,87,60,379,20.0
17041,19115,59,85,727,19986,17,19980,19113,58,83,726,20.0
17043,714136,42346,92305,68133,916920,17,916924,714140,42346,92304,68134,20.0
17045,18265,65,33,214,18577,17,18576,18268,64,33,211,20.0
17047,6584,31,22,86,6723,17,6721,6584,30,22,85,20.0
17049,33428,79,147,588,34242,17,34242,33429,79,147,587,20.0
17051,20750,981,53,359,22143,17,22140,20750,980,51,359,20.0
17053,13677,85,37,282,14081,17,14081,13677,85,37,282,20.0
17055,38638,124,124,676,39562,17,39561,38641,123,124,673,20.0
