geoid,adj_white,adj_black,adj_asian,adj_other,adj_pop,parent_geoid,true_pop,white,black,asian,other,epsilon
17001,123734,111724,114221,110332,460011,17,67103,62868,2331,441,1463,0.01
17003,30408,36060,29782,32760,129010,17,8238,5018,2915,16,289,0.01
17005,51373,48812,46848,44991,192024,17,17768,16143,1080,68,477,0.01
17007,68536,47330,48742,57280,221888,17,54165,45724,1064,686,6691,0.01
17009,28041,32225,24585,36195,121046,17,6937,5276,1280,16,365,0.01
17011,119363,109128,113487,107811,449789,17,34978,32937,212,228,1601,0.01
17013,22368,20219,20941,20003,83531,17,5089,5032,7,12,38,0.01
17015,57951,54926,56711,58981,228569,17,15387,14906,123,53,305,0.01
17017,51942,51308,51357,49805,204412,17,13642,11769,419,44,1410,0.01
17019,264136,220650,207966,212499,905251,17,201081,147600,24946,17969,10566,0.01
17021,99339,92024,91010,81454,363827,17,34800,33610,495,167,528,0.01
17023,58311,53027,53208,50019,214565,17,16335,16027,48,55,205,0.01
17025,46055,42318,47998,43159,179530,17,13815,13499,47,63,206,0.01
17027,88368,68833,73486,77487,308174,17,37762,35284,1338,167,973,0.01
17029,96908,84871,85507,87673,354959,17,53873,50029,2067,531,1246,0.01
17031,4055756,3452593,3106803,3215067,13830219,17,5194675,2877212,1287767,322672,707024,0.01
17033,58679,53547,57386,54801,224413,17,19817,18381,934,103,399,0.01
17035,41889,40407,44380,42343,169019,17,11048,10856,38,27,127,0.01
17037,144629,120265,107560,111389,483843,17,105160,89453,6732,2438,6537,0.01
17039,67387,55922,58927,59044,241280,17,16561,16035,87,60,379,0.01
17041,74537,72550,75945,69487,292519,17,19980,19113,58,83,726,0.01
17043,838676,549901,578665,570080,2537322,17,916924,714140,42346,92304,68134,0.01
17045,98205,98555,96055,104619,397434,17,18576,18268,64,33,211,0.01
17047,24360,19424,20170,22898,86852,17,6721,6584,30,22,85,0.01
17049,75602,66944,67244,70669,280459,17,34242,33429,79,147,587,0.01
17051,89457,88517,82502,81476,341952,17,22140,20750,980,51,359,0.01
17053,50978,43453,49257,50013,193701,17,14081,13677,85,37,282,0.01
17055,128966,108948,107050,108471,453435,17,39561,38641,123,124,673,0.01
17057,99516,99719,94074,97997,391306,17,37069,34625,1269,112,1063,0.01
17059,29358,26733,26491,29159,111741,17,5589,5473,12,5,99,0.01
17061,49696,54919,49843,50452,204910,17,13886,13588,119,16,163,0.01
17063,162202,141477,132691,131462,567832,17,50063,46933,605,327,2198,0.01
17065,36512,35672,35794,34461,142439,17,8457,8305,31,19,102,0.01
17067,78721,75802,67066,74555,296144,17,19104,18723,52,46,283,0.01
17069,17421,16275,14307,16494,64497,17,4320,4205,13,22,80,0.01
17071,37571,34464,36771,34072,142878,17,7331,7198,15,15,103,0.01
17073,118542,100432,96235,101051,416260,17,50486,47846,796,191,1653,0.01
17075,118980,106948,104401,108623,438952,17,29718,28155,233,103,1227,0.01
17077,124267,112976,104648,104719,446610,17,60218,46875,8589,1910,2844,0.01
17079,44820,32908,35593,39845,153166,17,9698,9564,11,24,99,0.01
17081,97383,82142,78846,85097,343468,17,38827,34315,3251,246,1015,0.01
17083,39827,32731,34877,32310,139745,17,22985,22431,93,77,384,0.01
17085,67698,60367,60474,65104,253643,17,22678,22046,107,72,453,0.01
17087,38267,44549,39597,37741,160154,17,12582,11197,1006,22,357,0.01
17089,477987,325404,340971,362474,1506836,17,515269,384548,29422,17895,83404,0.01
17091,156652,131028,126324,115766,529770,17,113449,87986,17187,1052,7224,0.01
17093,149811,113640,116149,112808,492408,17,114736,95891,6585,3467,8793,0.01
17095,97858,83556,89933,86045,357392,17,52919,46329,3810,338,2442,0.01
17097,703670,492522,478066,499232,2173490,17,703462,528204,49033,44358,81867,0.01
17099,224886,195243,186039,194167,800335,17,113924,106187,2186,762,4789,0.01
17101,53346,51284,45841,50355,200826,17,16833,14696,1608,38,491,0.01
17103,95309,84602,76759,81933,338603,17,36031,32745,1735,246,1305,0.01
17105,145811,131990,122707,125884,526392,17,38950,35752,1915,199,1084,0.01
17107,98510,96268,85978,88986,369742,17,30305,27008,2285,184,828,0.01
17109,80785,64173,61549,65019,271526,17,32612,29476,1642,580,914,0.01
17111,337246,223843,236806,245329,1043224,17,308760,278257,3283,7807,19413,0.01
17113,261701,203440,192168,187025,844334,17,169572,142940,12426,7227,6979,0.01
17115,163049,136752,132870,130831,563502,17,110768,87855,18027,1118,3768,0.01
17117,134338,129812,117723,126042,507915,17,47765,46596,359,129,681,0.01
17119,383009,309356,314296,300243,1306904,17,269282,237641,21235,2254,8152,0.01
17121,114003,106732,107737,101245,429717,17,39437,36734,1557,224,922,0.01
17123,59719,53990,53113,55685,222507,17,12640,12271,44,45,280,0.01
17125,62660,54751,56136,57478,231025,17,14666,14382,54,40,190,0.01
17127,36714,30910,35026,38311,140961,17,15429,14033,904,42,450,0.01
17129,34906,35086,33387,34943,138322,17,12705,12383,76,30,216,0.01
17131,61902,51792,45213,48055,206962,17,16434,16153,47,52,182,0.01
17133,53219,52254,46764,48866,201103,17,32957,32287,69,144,457,0.01
17135,97629,90004,95968,100100,383701,17,30104,28632,952,111,409,0.01
17137,74145,58204,65634,65795,263778,17,35547,32321,2122,168,936,0.01
17139,43838,42962,43322,39556,169678,17,14846,14622,41,31,152,0.01
17141,114307,94012,92615,93253,394187,17,53497,49867,483,250,2897,0.01
17143,215476,176334,170753,169253,731816,17,186494,138800,33030,5856,8808,0.01
17145,51410,46636,44419,48514,190979,17,22350,19656,1866,87,741,0.01
17147,54637,45914,49362,47906,197819,17,16729,16393,58,51,227,0.01
17149,93428,79311,81804,86603,341146,17,16430,15928,275,38,189,0.01
17151,15484,14131,17113,15365,62093,17,4470,4098,269,11,92,0.01
17153,32901,29005,29223,28822,119951,17,6161,3965,1994,13,189,0.01
17155,22717,23167,18227,15111,79222,17,6006,5803,32,13,158,0.01
17157,84510,80329,73812,78455,317106,17,33476,29318,3263,104,791,0.01
17159,44812,43013,43224,40778,171827,17,16233,15795,78,119,241,0.01
17161,185326,148770,140445,141820,616361,17,147546,120382,13289,2419,11456,0.01
17163,387500,349220,299314,305336,1341370,17,270056,174458,82302,3276,10020,0.01
17165,72188,64680,64303,70717,271888,17,24913,23178,995,101,639,0.01
17167,310405,259297,248075,259674,1077451,17,197465,165103,23335,3220,5807,0.01
17169,31917,32109,26936,28081,119043,17,7544,7205,243,9,87,0.01
17171,24182,21271,19735,21352,86540,17,5355,5279,9,12,55,0.01
17173,108929,106843,95944,97183,408899,17,22363,22045,50,56,212,0.01
17175,23570,22964,21557,22499,90590,17,5994,5855,28,19,92,0.01
17177,85892,68571,74811,76972,306246,17,47711,41291,4275,297,1848,0.01
17179,224110,188218,184887,187226,784441,17,135394,130225,1374,999,2796,0.01
17181,49285,43494,42001,45587,180367,17,17808,16880,156,54,718,0.01
17183,213425,214116,208562,210598,846701,17,81625,67323,10571,564,3167,0.01
17185,54780,56445,57914,52316,221455,17,11947,11576,77,70,224,0.01
17187,54951,46131,48573,52759,202414,17,17707,16165,303,94,1145,0.01
17189,54218,46632,43939,48869,193658,17,14716,14376,101,42,197,0.01
17191,60464,54381,57930,56274,229049,17,16760,16427,42,71,220,0.01
17193,88263,84514,79959,84460,337196,17,14665,14393,56,31,185,0.01
17195,145364,135531,132952,134139,547986,17,58498,53923,781,276,3518,0.01
17197,651145,471129,435359,443596,2001229,17,677560,514664,75743,30833,56320,0.01
17199,144866,127317,134211,133963,540357,17,66357,61542,2540,561,1714,0.01
17201,355071,286133,292370,282780,1216354,17,295266,228652,36108,6810,23696,0.01
17203,99839,91014,87979,90046,368878,17,38664,37643,187,213,621,0.01
