geoid,adj_white,adj_black,adj_asian,adj_other,adj_pop,parent_geoid,true_pop,white,black,asian,other,epsilon
17001000100,7010,5039,5924,4766,22739,17001,4627,4412,62,45,108,0.01
17001000201,1403,1177,2082,1843,6505,17001,1986,1882,53,9,42,0.01
17001000202,3065,1108,2707,1946,8826,17001,2999,2688,215,14,82,0.01
17001000400,5129,5422,4916,5447,20914,17001,4322,3527,582,13,200,0.01
17001000500,3051,1988,2119,1924,9082,17001,2337,1872,380,6,79,0.01
17001000600,3950,2887,2757,2376,11970,17001,3718,3456,128,46,88,0.01
17001000700,2147,2663,2147,1657,8614,17001,1481,1278,153,9,41,0.01
17001000800,5073,3690,4054,2979,15796,17001,2711,2317,184,11,199,0.01
17001000900,2407,1908,1998,1202,7515,17001,2573,2381,102,14,76,0.01
17001001001,3112,2547,2531,2466,10656,17001,3391,3241,58,20,72,0.01
17001001002,2583,2665,3005,1965,10218,17001,3223,3107,61,11,44,0.01
17001001100,6938,4792,6081,6810,24621,17001,7257,6782,188,169,118,0.01
17001010100,18358,19202,16907,17144,71611,17001,4451,4404,11,4,32,0.01
17001010200,13805,13584,13639,15148,56176,17001,3720,3661,9,6,44,0.01
17001010300,20450,21919,20555,17666,80590,17001,5890,5821,10,3,56,0.01
17001010400,7955,6401,7542,10481,32379,17001,3553,3469,19,14,51,0.01
17001010500,6309,5415,4463,7167,23354,17001,2989,2879,48,17,45,0.01
17001010600,10989,9317,10794,7345,38445,17001,5875,5691,68,30,86,0.01
17003957600,9607,9564,8312,8990,36473,17003,2928,2296,473,3,156,0.01
17003957700,8750,11490,8258,9066,37564,17003,2172,1787,330,1,54,0.01
17003957800,6408,9009,7174,10260,32851,17003,1528,562,925,7,34,0.01
17003957900,5643,5997,6038,4444,22122,17003,1610,373,1187,5,45,0.01
17005951200,10082,12394,11449,12689,46614,17005,3216,3037,139,4,36,0.01
17005951300,14341,11845,12366,9604,48156,17005,6958,5653,910,49,346,0.01
17005951400,11637,11997,9989,12035,45658,17005,3146,3087,6,5,48,0.01
17005951500,15313,12576,13044,10663,51596,17005,4448,4366,25,10,47,0.01
17007010100,7323,4785,6020,6909,25037,17007,8562,6557,262,57,1686,0.01
17007010200,5638,5125,4577,5592,20932,17007,6105,4661,78,34,1332,0.01
17007010300,6212,3363,2920,4046,16541,17007,6631,5289,167,45,1130,0.01
17007010400,13151,11233,9335,13654,47373,17007,6841,5788,155,114,784,0.01
17007010500,14076,6769,8109,11604,40558,17007,10185,9375,107,197,506,0.01
17007010601,8224,6292,8073,6501,29090,17007,3859,3455,25,9,370,0.01
17007010602,13912,9763,9708,8974,42357,17007,11982,10599,270,230,883,0.01
17009970400,20537,21255,17358,27754,86904,17009,2606,2573,4,3,26,0.01
17009970500,7504,10970,7227,8441,34142,17009,4331,2703,1276,13,339,0.01
17011964700,10247,11609,9944,9898,41698,17011,3072,3002,9,3,58,0.01
17011964800,20094,15891,17268,16524,69777,17011,3496,3433,6,12,45,0.01
17011964900,11127,9071,9590,9594,39382,17011,2815,2715,16,24,60,0.01
17011965000,17227,18436,18122,17840,71625,17011,4078,3352,32,37,657,0.01
17011965100,9635,9132,9834,7941,36542,17011,4152,3831,42,22,257,0.01
17011965200,5890,6408,6718,7087,26103,17011,3600,3274,48,25,253,0.01
17011965300,9113,7240,6276,7859,30488,17011,3429,3316,14,31,68,0.01
17011965400,5073,3936,3325,2701,15035,17011,3549,3407,20,45,77,0.01
17011965500,13662,12716,13286,11453,51117,17011,3759,3668,10,20,61,0.01
17011965600,17295,14689,19124,16914,68022,17011,3028,2939,15,9,65,0.01
17013951200,13211,10863,12081,11430,47585,17013,2681,2640,7,11,23,0.01
17013951300,9157,9356,8860,8573,35946,17013,2408,2392,0,1,15,0.01
17015960100,11675,11224,12054,10485,45438,17015,3578,3523,7,12,36,0.01
17015960200,13606,13137,10810,13032,50585,17015,2165,2099,21,4,41,0.01
17015960300,10295,6773,7742,8042,32852,17015,3176,2985,59,3,129,0.01
17015960400,6462,7602,7316,7664,29044,17015,2234,2193,5,16,20,0.01
17015960500,9450,10907,11918,13352,45627,17015,2636,2578,5,15,38,0.01
17015960600,6463,5283,6871,6406,25023,17015,1598,1528,26,3,41,0.01
17017960100,12786,14842,14868,14663,57159,17017,2403,2363,12,4,24,0.01
17017960200,11857,8317,11545,9574,41293,17017,2655,2595,9,6,45,0.01
17017960300,14251,12741,11545,12553,51090,17017,3294,2892,64,15,323,0.01
17017960400,5295,6395,7436,5830,24956,17017,2548,1946,132,12,458,0.01
17017960500,7753,9013,5963,7185,29914,17017,2742,1973,202,7,560,0.01
17019000200,2104,3613,3061,2154,10932,17019,1693,119,1464,10,100,0.01
17019000301,2314,839,1418,1085,5656,17019,4819,3617,198,710,294,0.01
17019000302,3001,2280,2292,1086,8659,17019,3372,1696,180,1286,210,0.01
17019000401,3854,871,1309,472,6506,17019,4843,3800,113,731,199,0.01
17019000402,2663,579,1589,851,5682,17019,3931,3222,136,358,215,0.01
17019000500,2267,2658,1885,1950,8760,17019,3919,3163,333,224,199,0.01
17019000700,3722,2353,4277,2792,13144,17019,3650,1367,1422,125,736,0.01
17019000800,5660,4560,3600,4207,18027,17019,4844,2411,1246,797,390,0.01
17019000901,2515,3053,1851,2541,9960,17019,4867,1647,2634,156,430,0.01
17019000902,6400,6541,5065,4897,22903,17019,5786,4170,822,515,279,0.01
17019001000,6085,4000,4696,4065,18846,17019,4510,3473,626,242,169,0.01
17019001100,5805,3805,2925,3997,16532,17019,3599,3159,226,79,135,0.01
17019001201,3639,2778,3445,2259,12121,17019,6590,4126,1535,523,406,0.01
17019001203,5194,3034,3357,4891,16476,17019,4592,3640,519,249,184,0.01
17019001204,3616,3454,2165,2456,11691,17019,3622,2639,245,619,119,0.01
17019001205,5481,2934,5081,4279,17775,17019,5037,3717,305,796,219,0.01
17019001206,1978,2191,1379,2043,7591,17019,1831,1616,57,122,36,0.01
17019001301,5830,5171,2960,4484,18445,17019,6081,4793,477,567,244,0.01
17019001302,5704,5212,5311,4491,20718,17019,4199,3401,195,475,128,0.01
17019001400,6340,3158,2896,3084,15478,17019,6877,5032,479,930,436,0.01
17019005300,5499,6999,5118,3124,20740,17019,4383,1423,1899,804,257,0.01
17019005401,5054,5907,4013,4069,19043,17019,4170,2811,590,314,455,0.01
17019005402,3523,3097,2080,3256,11956,17019,2927,2424,124,110,269,0.01
17019005500,6826,5730,5992,4578,23126,17019,5635,4058,1079,184,314,0.01
17019005600,6700,5003,3844,4158,19705,17019,6853,4238,1657,529,429,0.01
17019005701,3812,1952,2846,2302,10912,17019,5066,3572,764,450,280,0.01
17019005702,1690,1819,1560,1755,6824,17019,3015,2177,500,208,130,0.01
17019005800,3716,3252,2133,3026,12127,17019,4194,3357,114,539,184,0.01
17019005900,5397,1364,2778,2614,12153,17019,6366,3850,310,1842,364,0.01
17019006000,3027,1855,2590,2287,9759,17019,3308,1277,441,1355,235,0.01
17019010100,5352,3649,4945,3721,17667,17019,4582,3319,842,87,334,0.01
17019010204,4274,5184,5199,5320,19977,17019,4620,3178,852,95,495,0.01
17019010300,5251,4340,3968,2845,16404,17019,3789,2146,1246,33,364,0.01
17019010400,16260,17371,15324,18967,67922,17019,4809,4518,79,26,186,0.01
17019010500,13329,13493,11070,13215,51107,17019,4371,4270,16,16,69,0.01
17019010601,8464,6980,6765,7811,30020,17019,5549,5338,40,63,108,0.01
17019010603,9816,7163,6205,7537,30721,17019,7144,6739,95,126,184,0.01
17019010604,11697,11287,8812,9786,41582,17019,3151,2761,208,84,98,0.01
17019010700,16501,12456,13781,12948,55686,17019,8057,7866,19,34,138,0.01
17019010800,11534,10811,10900,13644,46889,17019,4534,4443,19,12,60,0.01
17019010900,22058,20737,21438,21144,85377,17019,9302,8831,159,109,203,0.01
17019011000,6111,5397,3406,3629,18543,17019,3809,2927,519,191,172,0.01
17019011100,4073,1720,2637,2679,11109,17019,2785,1269,162,1244,110,0.01
17021958100,11256,10505,10653,9631,42045,17021,2999,2918,19,16,46,0.01
17021958200,12807,12075,14415,12107,51404,17021,3888,3807,21,10,50,0.01
17021958300,4711,5071,4313,2588,16683,17021,4308,4156,24,31,97,0.01
17021958400,5351,4936,4123,4338,18748,17021,3868,3756,30,15,67,0.01
17021958500,5039,3176,2870,3718,14803,17021,2551,2445,40,18,48,0.01
17021958600,11374,9898,12459,9561,43292,17021,2277,2230,12,18,17,0.01
17021958700,14777,17607,14997,12045,59426,17021,4750,4294,334,14,108,0.01
17021958800,5098,4517,4032,5536,19183,17021,2746,2713,1,10,22,0.01
17021958900,6773,5372,4375,4785,21305,17021,2763,2707,4,23,29,0.01
17021959000,22153,18867,18773,17145,76938,17021,4650,4584,10,12,44,0.01
17023060100,18740,21875,21564,20399,82578,17023,4834,4738,9,19,68,0.01
17023060200,10477,7900,7321,6788,32486,17023,4337,4267,7,15,48,0.01
17023060300,16127,12935,13376,13211,55649,17023,5371,5262,20,15,74,0.01
17023060400,12967,10317,10947,9621,43852,17023,1793,1760,12,6,15,0.01
17025971900,12272,10673,12506,10141,45592,17025,2517,2471,6,6,34,0.01
17025972000,12213,11786,13717,15255,52971,17025,2844,2789,15,10,30,0.01
17025972100,11717,10756,12747,10155,45375,17025,5405,5229,21,42,113,0.01
17025972200,9853,9103,9028,7608,35592,17025,3049,3010,5,5,29,0.01
17027900100,12208,7448,10185,7399,37240,17027,6055,5914,14,38,89,0.01
17027900200,4994,3351,4201,4758,17304,17027,1928,1894,2,1,31,0.01
17027900300,11455,12106,12724,11996,48281,17027,6818,6657,10,23,128,0.01
